 0.9400000E-01 -0.5620839E+00 -0.1589563E+00 -0.9852202E+00 -0.9070858E+00  0.2959972E+00  0.1042196E+00  0.2926456E+00  0.2867692E+00  0.1334066E+00 -0.2518743E+00 -0.7702761E+00  0.2170868E+00
 0.9600000E-01 -0.5622670E+00 -0.1590203E+00 -0.9853710E+00 -0.9072600E+00  0.2961114E+00  0.1042619E+00  0.2927603E+00  0.2868819E+00  0.1334614E+00 -0.2519743E+00 -0.7704745E+00  0.2171741E+00
 0.9800000E-01 -0.5624526E+00 -0.1590851E+00 -0.9855241E+00 -0.9074367E+00  0.2962272E+00  0.1043048E+00  0.2928766E+00  0.2869961E+00  0.1335169E+00 -0.2520758E+00 -0.7706758E+00  0.2172627E+00
 0.1000000E+00 -0.5626406E+00 -0.1591508E+00 -0.9856796E+00 -0.9076160E+00  0.2963445E+00  0.1043483E+00  0.2929945E+00  0.2871119E+00  0.1335732E+00 -0.2521786E+00 -0.7708801E+00  0.2173524E+00
 0.1020000E+00 -0.5628311E+00 -0.1592173E+00 -0.9858373E+00 -0.9077977E+00  0.2964632E+00  0.1043923E+00  0.2931139E+00  0.2872292E+00  0.1336303E+00 -0.2522827E+00 -0.7710872E+00  0.2174434E+00
 0.1040000E+00 -0.5630239E+00 -0.1592847E+00 -0.9859973E+00 -0.9079819E+00  0.2965834E+00  0.1044368E+00  0.2932349E+00  0.2873480E+00  0.1336881E+00 -0.2523882E+00 -0.7712972E+00  0.2175355E+00
 0.1060000E+00 -0.5632190E+00 -0.1593528E+00 -0.9861595E+00 -0.9081685E+00  0.2967050E+00  0.1044818E+00  0.2933573E+00  0.2874683E+00  0.1337465E+00 -0.2524949E+00 -0.7715099E+00  0.2176287E+00
 0.1080000E+00 -0.5634163E+00 -0.1594217E+00 -0.9863239E+00 -0.9083574E+00  0.2968280E+00  0.1045274E+00  0.2934812E+00  0.2875900E+00  0.1338057E+00 -0.2526030E+00 -0.7717253E+00  0.2177230E+00
 0.1100000E+00 -0.5636159E+00 -0.1594913E+00 -0.9864905E+00 -0.9085487E+00  0.2969524E+00  0.1045734E+00  0.2936066E+00  0.2877131E+00  0.1338655E+00 -0.2527123E+00 -0.7719435E+00  0.2178185E+00
 0.1120000E+00 -0.5638175E+00 -0.1595617E+00 -0.9866592E+00 -0.9087423E+00  0.2970780E+00  0.1046200E+00  0.2937333E+00  0.2878375E+00  0.1339261E+00 -0.2528228E+00 -0.7721643E+00  0.2179149E+00
 0.1140000E+00 -0.5640213E+00 -0.1596328E+00 -0.9868301E+00 -0.9089381E+00  0.2972049E+00  0.1046670E+00  0.2938614E+00  0.2879634E+00  0.1339872E+00 -0.2529344E+00 -0.7723877E+00  0.2180125E+00
 0.1160000E+00 -0.5642271E+00 -0.1597046E+00 -0.9870030E+00 -0.9091362E+00  0.2973331E+00  0.1047144E+00  0.2939909E+00  0.2880905E+00  0.1340490E+00 -0.2530473E+00 -0.7726137E+00  0.2181110E+00
 0.1180000E+00 -0.5644349E+00 -0.1597770E+00 -0.9871780E+00 -0.9093364E+00  0.2974625E+00  0.1047624E+00  0.2941216E+00  0.2882189E+00  0.1341114E+00 -0.2531612E+00 -0.7728422E+00  0.2182105E+00
 0.1200000E+00 -0.5646447E+00 -0.1598501E+00 -0.9873551E+00 -0.9095388E+00  0.2975930E+00  0.1048107E+00  0.2942536E+00  0.2883485E+00  0.1341745E+00 -0.2532763E+00 -0.7730732E+00  0.2183110E+00
 0.1220000E+00 -0.5648563E+00 -0.1599239E+00 -0.9875342E+00 -0.9097433E+00  0.2977247E+00  0.1048595E+00  0.2943869E+00  0.2884794E+00  0.1342381E+00 -0.2533925E+00 -0.7733067E+00  0.2184124E+00
 0.1240000E+00 -0.5650698E+00 -0.1599983E+00 -0.9877154E+00 -0.9099499E+00  0.2978576E+00  0.1049087E+00  0.2945213E+00  0.2886115E+00  0.1343022E+00 -0.2535097E+00 -0.7735425E+00  0.2185148E+00
 0.1260000E+00 -0.5652850E+00 -0.1600733E+00 -0.9878984E+00 -0.9101586E+00  0.2979915E+00  0.1049582E+00  0.2946570E+00  0.2887447E+00  0.1343670E+00 -0.2536279E+00 -0.7737807E+00  0.2186180E+00
 0.1280000E+00 -0.5655021E+00 -0.1601488E+00 -0.9880835E+00 -0.9103692E+00  0.2981264E+00  0.1050082E+00  0.2947938E+00  0.2888790E+00  0.1344323E+00 -0.2537471E+00 -0.7740212E+00  0.2187221E+00
 0.1300000E+00 -0.5657208E+00 -0.1602250E+00 -0.9882705E+00 -0.9105818E+00  0.2982624E+00  0.1050586E+00  0.2949317E+00  0.2890145E+00  0.1344981E+00 -0.2538674E+00 -0.7742640E+00  0.2188271E+00
 0.1320000E+00 -0.5659411E+00 -0.1603017E+00 -0.9884594E+00 -0.9107964E+00  0.2983994E+00  0.1051093E+00  0.2950707E+00  0.2891510E+00  0.1345644E+00 -0.2539885E+00 -0.7745090E+00  0.2189329E+00
 0.1340000E+00 -0.5661631E+00 -0.1603789E+00 -0.9886502E+00 -0.9110129E+00  0.2985373E+00  0.1051603E+00  0.2952108E+00  0.2892886E+00  0.1346312E+00 -0.2541106E+00 -0.7747563E+00  0.2190394E+00
 0.1360000E+00 -0.5663866E+00 -0.1604566E+00 -0.9888429E+00 -0.9112312E+00  0.2986762E+00  0.1052117E+00  0.2953519E+00  0.2894272E+00  0.1346985E+00 -0.2542336E+00 -0.7750057E+00  0.2191468E+00
 0.1380000E+00 -0.5666116E+00 -0.1605348E+00 -0.9890374E+00 -0.9114515E+00  0.2988159E+00  0.1052634E+00  0.2954940E+00  0.2895667E+00  0.1347663E+00 -0.2543574E+00 -0.7752573E+00  0.2192549E+00
 0.1400000E+00 -0.5668381E+00 -0.1606135E+00 -0.9892338E+00 -0.9116735E+00  0.2989565E+00  0.1053155E+00  0.2956371E+00  0.2897072E+00  0.1348345E+00 -0.2544822E+00 -0.7755109E+00  0.2193638E+00
 0.1420000E+00 -0.5670660E+00 -0.1606927E+00 -0.9894319E+00 -0.9118973E+00  0.2990980E+00  0.1053678E+00  0.2957811E+00  0.2898487E+00  0.1349032E+00 -0.2546077E+00 -0.7757666E+00  0.2194733E+00
 0.1440000E+00 -0.5672953E+00 -0.1607723E+00 -0.9896319E+00 -0.9121229E+00  0.2992403E+00  0.1054205E+00  0.2959260E+00  0.2899910E+00  0.1349723E+00 -0.2547340E+00 -0.7760243E+00  0.2195836E+00
 0.1460000E+00 -0.5675259E+00 -0.1608524E+00 -0.9898337E+00 -0.9123502E+00  0.2993833E+00  0.1054734E+00  0.2960719E+00  0.2901342E+00  0.1350418E+00 -0.2548611E+00 -0.7762840E+00  0.2196945E+00
 0.1480000E+00 -0.5677578E+00 -0.1609328E+00 -0.9900372E+00 -0.9125792E+00  0.2995271E+00  0.1055266E+00  0.2962186E+00  0.2902783E+00  0.1351117E+00 -0.2549890E+00 -0.7765457E+00  0.2198060E+00
 0.1500000E+00 -0.5679910E+00 -0.1610137E+00 -0.9902424E+00 -0.9128099E+00  0.2996716E+00  0.1055801E+00  0.2963661E+00  0.2904232E+00  0.1351820E+00 -0.2551175E+00 -0.7768092E+00  0.2199182E+00
 0.1520000E+00 -0.5682253E+00 -0.1610949E+00 -0.9904493E+00 -0.9130422E+00  0.2998168E+00  0.1056338E+00  0.2965144E+00  0.2905688E+00  0.1352527E+00 -0.2552468E+00 -0.7770747E+00  0.2200310E+00
 0.1540000E+00 -0.5684608E+00 -0.1611765E+00 -0.9906580E+00 -0.9132762E+00  0.2999626E+00  0.1056877E+00  0.2966635E+00  0.2907153E+00  0.1353237E+00 -0.2553768E+00 -0.7773420E+00  0.2201444E+00
 0.1560000E+00 -0.5686974E+00 -0.1612584E+00 -0.9908683E+00 -0.9135117E+00  0.3001091E+00  0.1057419E+00  0.2968133E+00  0.2908624E+00  0.1353950E+00 -0.2555074E+00 -0.7776111E+00  0.2202583E+00
 0.1580000E+00 -0.5689350E+00 -0.1613407E+00 -0.9910804E+00 -0.9137488E+00  0.3002562E+00  0.1057963E+00  0.2969639E+00  0.2910103E+00  0.1354667E+00 -0.2556386E+00 -0.7778819E+00  0.2203727E+00
 0.1600000E+00 -0.5691737E+00 -0.1614232E+00 -0.9912940E+00 -0.9139874E+00  0.3004039E+00  0.1058510E+00  0.2971151E+00  0.2911588E+00  0.1355387E+00 -0.2557705E+00 -0.7781545E+00  0.2204877E+00
 0.1620000E+00 -0.5694134E+00 -0.1615061E+00 -0.9915093E+00 -0.9142275E+00  0.3005521E+00  0.1059058E+00  0.2972671E+00  0.2913080E+00  0.1356110E+00 -0.2559029E+00 -0.7784288E+00  0.2206032E+00
 0.1640000E+00 -0.5696540E+00 -0.1615892E+00 -0.9917262E+00 -0.9144691E+00  0.3007008E+00  0.1059608E+00  0.2974196E+00  0.2914578E+00  0.1356836E+00 -0.2560359E+00 -0.7787048E+00  0.2207191E+00
 0.1660000E+00 -0.5698955E+00 -0.1616727E+00 -0.9919447E+00 -0.9147121E+00  0.3008501E+00  0.1060159E+00  0.2975728E+00  0.2916082E+00  0.1357564E+00 -0.2561695E+00 -0.7789825E+00  0.2208355E+00
 0.1680000E+00 -0.5701379E+00 -0.1617563E+00 -0.9921648E+00 -0.9149566E+00  0.3009998E+00  0.1060713E+00  0.2977265E+00  0.2917592E+00  0.1358295E+00 -0.2563035E+00 -0.7792617E+00  0.2209523E+00
 0.1700000E+00 -0.5703811E+00 -0.1618402E+00 -0.9923865E+00 -0.9152025E+00  0.3011499E+00  0.1061268E+00  0.2978808E+00  0.2919107E+00  0.1359029E+00 -0.2564381E+00 -0.7795425E+00  0.2210695E+00
 0.1720000E+00 -0.5706251E+00 -0.1619243E+00 -0.9926097E+00 -0.9154497E+00  0.3013005E+00  0.1061825E+00  0.2980357E+00  0.2920628E+00  0.1359765E+00 -0.2565731E+00 -0.7798249E+00  0.2211871E+00
 0.1740000E+00 -0.5708698E+00 -0.1620087E+00 -0.9928344E+00 -0.9156983E+00  0.3014514E+00  0.1062382E+00  0.2981910E+00  0.2922153E+00  0.1360503E+00 -0.2567086E+00 -0.7801088E+00  0.2213051E+00
 0.1760000E+00 -0.5711152E+00 -0.1620932E+00 -0.9930607E+00 -0.9159483E+00  0.3016027E+00  0.1062942E+00  0.2983469E+00  0.2923684E+00  0.1361243E+00 -0.2568445E+00 -0.7803942E+00  0.2214234E+00
 0.1780000E+00 -0.5713613E+00 -0.1621779E+00 -0.9932885E+00 -0.9161995E+00  0.3017544E+00  0.1063502E+00  0.2985032E+00  0.2925218E+00  0.1361985E+00 -0.2569808E+00 -0.7806810E+00  0.2215421E+00
 0.1800000E+00 -0.5716081E+00 -0.1622627E+00 -0.9935178E+00 -0.9164520E+00  0.3019063E+00  0.1064064E+00  0.2986599E+00  0.2926757E+00  0.1362729E+00 -0.2571175E+00 -0.7809692E+00  0.2216611E+00
 0.1820000E+00 -0.5718554E+00 -0.1623477E+00 -0.9937485E+00 -0.9167058E+00  0.3020586E+00  0.1064626E+00  0.2988170E+00  0.2928300E+00  0.1363475E+00 -0.2572545E+00 -0.7812589E+00  0.2217804E+00
 0.1840000E+00 -0.5721033E+00 -0.1624329E+00 -0.9939807E+00 -0.9169608E+00  0.3022111E+00  0.1065189E+00  0.2989745E+00  0.2929847E+00  0.1364222E+00 -0.2573919E+00 -0.7815499E+00  0.2218999E+00
 0.1860000E+00 -0.5723517E+00 -0.1625181E+00 -0.9942144E+00 -0.9172170E+00  0.3023639E+00  0.1065754E+00  0.2991324E+00  0.2931397E+00  0.1364970E+00 -0.2575297E+00 -0.7818422E+00  0.2220197E+00
 0.1880000E+00 -0.5726006E+00 -0.1626035E+00 -0.9944495E+00 -0.9174745E+00  0.3025168E+00  0.1066319E+00  0.2992906E+00  0.2932950E+00  0.1365720E+00 -0.2576677E+00 -0.7821359E+00  0.2221397E+00
 0.1900000E+00 -0.5728500E+00 -0.1626889E+00 -0.9946860E+00 -0.9177330E+00  0.3026700E+00  0.1066884E+00  0.2994491E+00  0.2934507E+00  0.1366471E+00 -0.2578060E+00 -0.7824308E+00  0.2222600E+00
 0.1920000E+00 -0.5730998E+00 -0.1627744E+00 -0.9949239E+00 -0.9179927E+00  0.3028233E+00  0.1067451E+00  0.2996079E+00  0.2936066E+00  0.1367223E+00 -0.2579446E+00 -0.7827270E+00  0.2223804E+00
 0.1940000E+00 -0.5733499E+00 -0.1628600E+00 -0.9951633E+00 -0.9182536E+00  0.3029768E+00  0.1068017E+00  0.2997670E+00  0.2937628E+00  0.1367976E+00 -0.2580834E+00 -0.7830244E+00  0.2225010E+00
 0.1960000E+00 -0.5736004E+00 -0.1629457E+00 -0.9954040E+00 -0.9185155E+00  0.3031304E+00  0.1068584E+00  0.2999263E+00  0.2939192E+00  0.1368730E+00 -0.2582225E+00 -0.7833230E+00  0.2226218E+00
 0.1980000E+00 -0.5738513E+00 -0.1630313E+00 -0.9956460E+00 -0.9187786E+00  0.3032841E+00  0.1069152E+00  0.3000858E+00  0.2940758E+00  0.1369485E+00 -0.2583617E+00 -0.7836228E+00  0.2227428E+00
 0.2000000E+00 -0.5741024E+00 -0.1631170E+00 -0.9958895E+00 -0.9190427E+00  0.3034379E+00  0.1069719E+00  0.3002455E+00  0.2942327E+00  0.1370240E+00 -0.2585012E+00 -0.7839237E+00  0.2228638E+00
 0.2020000E+00 -0.5743537E+00 -0.1632027E+00 -0.9961342E+00 -0.9193078E+00  0.3035917E+00  0.1070287E+00  0.3004054E+00  0.2943897E+00  0.1370996E+00 -0.2586408E+00 -0.7842258E+00  0.2229850E+00
 0.2040000E+00 -0.5746053E+00 -0.1632885E+00 -0.9963803E+00 -0.9195739E+00  0.3037456E+00  0.1070855E+00  0.3005655E+00  0.2945468E+00  0.1371752E+00 -0.2587805E+00 -0.7845289E+00  0.2231063E+00
 0.2060000E+00 -0.5748571E+00 -0.1633741E+00 -0.9966277E+00 -0.9198411E+00  0.3038994E+00  0.1071422E+00  0.3007256E+00  0.2947041E+00  0.1372508E+00 -0.2589204E+00 -0.7848331E+00  0.2232276E+00
 0.2080000E+00 -0.5751090E+00 -0.1634598E+00 -0.9968764E+00 -0.9201092E+00  0.3040533E+00  0.1071990E+00  0.3008859E+00  0.2948615E+00  0.1373265E+00 -0.2590604E+00 -0.7851383E+00  0.2233490E+00
 0.2100000E+00 -0.5753611E+00 -0.1635455E+00 -0.9971264E+00 -0.9203783E+00  0.3042072E+00  0.1072557E+00  0.3010463E+00  0.2950189E+00  0.1374021E+00 -0.2592005E+00 -0.7854445E+00  0.2234704E+00
 0.2120000E+00 -0.5756132E+00 -0.1636310E+00 -0.9973777E+00 -0.9206483E+00  0.3043610E+00  0.1073124E+00  0.3012067E+00  0.2951765E+00  0.1374778E+00 -0.2593407E+00 -0.7857517E+00  0.2235919E+00
 0.2140000E+00 -0.5758655E+00 -0.1637166E+00 -0.9976302E+00 -0.9209193E+00  0.3045147E+00  0.1073691E+00  0.3013672E+00  0.2953340E+00  0.1375534E+00 -0.2594810E+00 -0.7860599E+00  0.2237134E+00
 0.2160000E+00 -0.5761177E+00 -0.1638020E+00 -0.9978840E+00 -0.9211911E+00  0.3046684E+00  0.1074258E+00  0.3015278E+00  0.2954916E+00  0.1376290E+00 -0.2596212E+00 -0.7863690E+00  0.2238349E+00
 0.2180000E+00 -0.5763700E+00 -0.1638874E+00 -0.9981390E+00 -0.9214639E+00  0.3048219E+00  0.1074824E+00  0.3016883E+00  0.2956492E+00  0.1377046E+00 -0.2597616E+00 -0.7866791E+00  0.2239563E+00
 0.2200000E+00 -0.5766223E+00 -0.1639727E+00 -0.9983953E+00 -0.9217375E+00  0.3049753E+00  0.1075389E+00  0.3018488E+00  0.2958068E+00  0.1377801E+00 -0.2599019E+00 -0.7869900E+00  0.2240778E+00
 0.2220000E+00 -0.5768745E+00 -0.1640579E+00 -0.9986527E+00 -0.9220119E+00  0.3051286E+00  0.1075954E+00  0.3020093E+00  0.2959644E+00  0.1378556E+00 -0.2600422E+00 -0.7873017E+00  0.2241992E+00
 0.2240000E+00 -0.5771266E+00 -0.1641429E+00 -0.9989114E+00 -0.9222872E+00  0.3052817E+00  0.1076518E+00  0.3021698E+00  0.2961219E+00  0.1379310E+00 -0.2601825E+00 -0.7876143E+00  0.2243205E+00
