 0.2000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 0.4000000E-02  0.6000000E-02  0.3323875E-17 -0.4000000E-02  0.2082477E-18  0.6301384E-18 -0.1362775E-17  0.3847799E-17 -0.8126949E-18  0.2126068E-18  0.6861209E-19 -0.4182102E-18  0.6000000E-02 -0.2289382E-17 -0.4000000E-02  0.2022295E-17  0.4747861E-18
 0.6000000E-02  0.1192799E-01  0.1073092E-07 -0.7952026E-02 -0.1059061E-08  0.8661234E-09  0.2594468E-08  0.6280864E-08 -0.1389778E-08  0.4656119E-09  0.2137286E-08  0.1701097E-09  0.1192805E-01 -0.4018342E-07 -0.7952130E-02  0.1595477E-08  0.8427509E-08
 0.8000000E-02  0.1778388E-01  0.4240469E-07 -0.1185566E-01 -0.4185164E-08  0.3422730E-08  0.1025222E-07  0.2481870E-07 -0.5491940E-08  0.1840545E-08  0.8446632E-08  0.6707799E-09  0.1778431E-01 -0.1587783E-06 -0.1185606E-01  0.6304787E-08  0.3329982E-07
 0.1000000E-01  0.2356757E-01  0.1047059E-06 -0.1571048E-01 -0.1033503E-07  0.8451888E-08  0.2531517E-07  0.6127908E-07 -0.1356030E-07  0.4546834E-08  0.2085923E-07  0.1651102E-08  0.2356892E-01 -0.3920080E-06 -0.1571149E-01  0.1556724E-07  0.8221354E-07
 0.1200000E-01  0.2927898E-01  0.2067826E-06 -0.1951611E-01 -0.2041384E-07  0.1669274E-07  0.4999702E-07  0.1210107E-06 -0.2677800E-07  0.8984953E-08  0.4120122E-07  0.3247277E-08  0.2928204E-01 -0.7740387E-06 -0.1951810E-01  0.3074102E-07  0.1623334E-06
 0.1400000E-01  0.3491806E-01  0.3572373E-06 -0.2327218E-01 -0.3527510E-07  0.2884094E-07  0.8638204E-07  0.2090399E-06 -0.4625585E-07  0.1553391E-07  0.7119239E-07  0.5581262E-08  0.3492383E-01 -0.1336934E-05 -0.2327561E-01  0.5310134E-07  0.2803827E-06
 0.1600000E-01  0.4048474E-01  0.5641207E-06 -0.2697831E-01 -0.5572046E-07  0.4554818E-07  0.1364242E-06  0.3300657E-06 -0.7303080E-07  0.2455137E-07  0.1124450E-06  0.8759609E-08  0.4049445E-01 -0.2110613E-05 -0.2698372E-01  0.8383884E-07  0.4426342E-06
 0.1800000E-01  0.4597900E-01  0.8349248E-06 -0.3063416E-01 -0.8249973E-07  0.6742180E-07  0.2019467E-06  0.4884564E-06 -0.1080647E-06  0.3637371E-07  0.1664628E-06  0.1287248E-07  0.4599409E-01 -0.3122819E-05 -0.3064216E-01  0.1240582E-06  0.6549035E-06
 0.2000000E-01  0.5140079E-01  0.1176578E-05 -0.3423941E-01 -0.1163109E-06  0.9502448E-07  0.2846413E-06  0.6882459E-06 -0.1522429E-06  0.5131611E-07  0.2346400E-06  0.1799283E-07  0.5142289E-01 -0.4399091E-05 -0.3425066E-01  0.1747769E-06  0.9225428E-06
